game_id,play_id,sequence_number,period,period_display,clock,clock_seconds,team_id,team_name,play_type,play_type_id,text,score_home,score_away,scoring_play,score_value,shooting_play,coordinate_x,coordinate_y,wallclock,home_win_percentage,away_win_percentage,tie_percentage,player_1_id,player_1_name,player_1_role,player_2_id,player_2_name,player_2_role
401488951,401488951101905401,101905401,1,1st Quarter,9:45,585,52,,JumpShot,558,Erin Howard made Three Point Jumper. Assisted by Sara Bejedi.,3,0,True,3,True,,,2023-02-16T23:02:31Z,0.862,0.138,0.0,4398609,,,4595844,,
401488951,401488951101908401,101908401,1,1st Quarter,9:15,555,183,,JumpShot,558,Alaina Rice made Jumper.,3,2,True,2,True,,,2023-02-16T23:03:03Z,0.838,0.16200000000000003,0.0,4595516,,,,,
401488951,401488951101909401,101909401,1,1st Quarter,9:05,545,52,,JumpShot,558,Ta'Niya Latson made Jumper.,5,2,True,2,True,,,2023-02-16T23:03:11Z,0.859,0.14100000000000001,0.0,4609797,,,,,
401488951,401488951101915901,101915901,1,1st Quarter,8:40,520,183,,JumpShot,558,Dyaisha Fair missed Three Point Jumper.,5,2,False,3,True,,,2023-02-16T23:03:36Z,0.864,0.136,0.0,4595236,,,,,
401488951,401488951101916201,101916201,1,1st Quarter,8:37,517,52,,Defensive Rebound,587,Makayla Timpson Defensive Rebound.,5,2,False,0,False,,,2023-02-16T23:03:39Z,0.866,0.134,0.0,4433546,,,,,
401488951,401488951101916801,101916801,1,1st Quarter,8:31,511,52,,Lost Ball Turnover,598,Sara Bejedi Turnover.,5,2,False,0,False,,,2023-02-16T23:03:44Z,0.856,0.14400000000000002,0.0,4595844,,,,,
401488951,401488951101916802,101916802,1,1st Quarter,8:31,511,183,,Steal,607,Dyaisha Fair Steal.,5,2,False,0,False,,,2023-02-16T23:03:44Z,0.856,0.14400000000000002,0.0,4595236,,,,,
401488951,401488951101917401,101917401,1,1st Quarter,8:25,505,183,,JumpShot,558,Georgia Woolley missed Three Point Jumper.,5,2,False,3,True,,,2023-02-16T23:03:51Z,0.863,0.137,0.0,4899639,,,,,
401488951,401488951101917801,101917801,1,1st Quarter,8:21,501,183,,Offensive Rebound,586,Alaina Rice Offensive Rebound.,5,2,False,0,False,,,2023-02-16T23:03:51Z,0.855,0.14500000000000002,0.0,4595516,,,,,
401488951,401488951101919201,101919201,1,1st Quarter,8:07,487,183,,JumpShot,558,Alaina Rice missed Three Point Jumper.,5,2,False,3,True,,,2023-02-16T23:04:08Z,0.862,0.138,0.0,4595516,,,,,
401488951,401488951101919301,101919301,1,1st Quarter,8:06,486,52,,Defensive Rebound,587,Erin Howard Defensive Rebound.,5,2,False,0,False,,,2023-02-16T23:04:08Z,0.864,0.136,0.0,4398609,,,,,
401488951,401488951101924101,101924101,1,1st Quarter,7:58,478,183,,PersonalFoul,519,Foul on Dariauna Lewis.,5,2,False,0,False,,,2023-02-16T23:04:17Z,0.863,0.137,0.0,4399418,,,,,
401488951,401488951101924401,101924401,1,1st Quarter,7:55,475,52,,MadeFreeThrow,540,Sara Bejedi missed Free Throw.,5,2,False,1,True,,,2023-02-16T23:04:33Z,0.863,0.137,0.0,4595844,,,,,
401488951,401488951101924402,101924402,1,1st Quarter,7:55,475,52,,Dead Ball Rebound,449,Florida State Deadball Team Rebound.,5,2,False,0,False,,,2023-02-16T23:04:33Z,0.862,0.138,0.0,,,,,,
401488951,401488951101924403,101924403,1,1st Quarter,7:55,475,52,,MadeFreeThrow,540,Sara Bejedi made Free Throw.,6,2,True,1,True,,,2023-02-16T23:04:33Z,0.865,0.135,0.0,4595844,,,,,
401488951,401488951101925601,101925601,1,1st Quarter,7:43,463,183,,JumpShot,558,Dyaisha Fair missed Jumper.,6,2,False,2,True,,,2023-02-16T23:05:08Z,0.872,0.128,0.0,4595236,,,,,
401488951,401488951101925901,101925901,1,1st Quarter,7:40,460,52,,Defensive Rebound,587,Jazmine Massengill Defensive Rebound.,6,2,False,0,False,,,2023-02-16T23:05:10Z,0.874,0.126,0.0,4398765,,,,,
401488951,401488951101926101,101926101,1,1st Quarter,7:38,458,52,,LayUpShot,572,Ta'Niya Latson made Layup. Assisted by Jazmine Massengill.,8,2,True,2,True,,,2023-02-16T23:05:14Z,0.887,0.11299999999999999,0.0,4609797,,,4398765,,
401488951,401488951101926301,101926301,1,1st Quarter,7:36,456,183,,ShortTimeOut,579,Syracuse  Timeout,8,2,False,0,False,,,2023-02-16T23:05:14Z,0.887,0.11299999999999999,0.0,,,,,,
401488951,401488951101926302,101926302,1,1st Quarter,7:36,456,,,OfficialTVTimeOut,580, Official TV Timeout,8,2,False,0,False,,,2023-02-16T23:05:14Z,0.887,0.11299999999999999,0.0,,,,,,
401488951,401488951101928501,101928501,1,1st Quarter,7:14,434,183,,JumpShot,558,Alaina Rice made Jumper. Assisted by Georgia Woolley.,8,4,True,2,True,,,2023-02-16T23:08:53Z,0.873,0.127,0.0,4595516,,,4899639,,
401488951,401488951101934402,101934402,1,1st Quarter,6:55,415,52,,JumpShot,558,Jazmine Massengill missed Jumper.,8,4,False,2,True,,,2023-02-16T23:09:12Z,0.864,0.136,0.0,4398765,,,,,
401488951,401488951101934601,101934601,1,1st Quarter,6:53,413,183,,Defensive Rebound,587,Dariauna Lewis Defensive Rebound.,8,4,False,0,False,,,2023-02-16T23:09:14Z,0.861,0.139,0.0,4399418,,,,,
401488951,401488951101936301,101936301,1,1st Quarter,6:36,396,183,,JumpShot,558,Georgia Woolley missed Three Point Jumper.,8,4,False,3,True,,,2023-02-16T23:09:31Z,0.868,0.132,0.0,4899639,,,,,
401488951,401488951101936601,101936601,1,1st Quarter,6:33,393,183,,Offensive Rebound,586,Alaina Rice Offensive Rebound.,8,4,False,0,False,,,2023-02-16T23:09:33Z,0.86,0.14,0.0,4595516,,,,,
